"rt.1D";"rt.2D";"adjusted";"rt.2D.adjusted";"compound";"filename";"formula";"halogens";"similarity";"reverse.similarity";"category.1";"category.2";"category.3";"category.4";"sample";"instrument";"comment"
1808.5;3.188;"FALSE";3.188;"polybrominated biphenyl 6Br (PBB) isomer 4";"6Br_PBB_isomer_4";"C12H4Br6";"brominated";;;"anthropogenic";"PBB";"Authentic MS";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"Low intensity, but visible in raw data."
1836.5;0.135;"TRUE";3.635;"polybrominated biphenyl 6Br (PBB) isomer 5";"6Br_PBB_isomer_5";"C12H4Br6";"brominated";;;"anthropogenic";"PBB";"Authentic MS";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"Low intensity, but visible in raw data."
1868;3.312;"FALSE";3.312;"polybrominated biphenyl 6Br (BB-153) isomer 6";"6Br_PBB_isomer_6";"C12H4Br6";"brominated";;;"anthropogenic";"PBB";"Authentic MS RT";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1535.5;1.247;"FALSE";1.247;"polychlorinated diphenyl ether 5Cl (PCDE)";"5Cl_PCDE";"C12H5Cl5O";"chlorinated";;;"anthropogenic";"PCDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1549.5;1.339;"FALSE";1.339;"polychlorinated diphenyl ether 6Cl (PCDE) isomer 1";"6Cl_PCDE_isomer_1";"C12H4Cl6O";"chlorinated";;;"anthropogenic";"PCDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1570.5;1.254;"FALSE";1.254;"polychlorinated diphenyl ether 6Cl (PCDE) isomer 2";"6Cl_PCDE_isomer_2";"C12H4Cl6O";"chlorinated";;;"anthropogenic";"PCDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1605.5;1.21;"FALSE";1.21;"polychlorinated diphenyl ether 6Cl (PCDE) isomer 3";"6Cl_PCDE_isomer_3";"C12H4Cl6O";"chlorinated";;;"anthropogenic";"PCDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1644;1.67;"FALSE";1.67;"polychlorinated diphenyl ether 6Cl (PCDE) isomer 4";"6Cl_PCDE_isomer_4";"C12H4Cl6O";"chlorinated";;;"anthropogenic";"PCDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1588;1.86;"FALSE";1.86;"polychlorinated diphenyl ether 7Cl (PCDE) isomer 1";"7Cl_PCDE_isomer_1";"C12H3Cl7O";"chlorinated";;;"anthropogenic";"PCDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"Likely PCDE, but low intensity."
1595;2.019;"FALSE";2.019;"polychlorinated diphenyl ether 7Cl (PCDE) isomer 2";"7Cl_PCDE_isomer_2";"C12H3Cl7O";"chlorinated";;;"anthropogenic";"PCDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"Likely PCDE, but low intensity."
1598.5;1.888;"FALSE";1.888;"polychlorinated diphenyl ether 7Cl (PCDE) isomer 3";"7Cl_PCDE_isomer_3";"C12H3Cl7O";"chlorinated";;;"anthropogenic";"PCDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"Likely PCDE, but low intensity."
1647.5;1.54;"FALSE";1.54;"polychlorinated diphenyl ether 7Cl (PCDE) isomer 4";"7Cl_PCDE_isomer_4";"C12H3Cl7O";"chlorinated";;;"anthropogenic";"PCDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1668.5;1.372;"FALSE";1.372;"polychlorinated diphenyl ether 7Cl (PCDE) isomer 5";"7Cl_PCDE_isomer_5";"C12H3Cl7O";"chlorinated";;;"anthropogenic";"PCDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1672;1.521;"FALSE";1.521;"polychlorinated diphenyl ether 7Cl (PCDE) isomer 6";"7Cl_PCDE_isomer_6";"C12H3Cl7O";"chlorinated";;;"anthropogenic";"PCDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1703.5;1.449;"FALSE";1.449;"polychlorinated diphenyl ether 7Cl (PCDE) isomer 7";"7Cl_PCDE_isomer_7";"C12H3Cl7O";"chlorinated";;;"anthropogenic";"PCDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1717.5;1.991;"FALSE";1.991;"polychlorinated diphenyl ether 7Cl (PCDE) isomer 8";"7Cl_PCDE_isomer_8";"C12H3Cl7O";"chlorinated";;;"anthropogenic";"PCDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1731.5;1.848;"FALSE";1.848;"polychlorinated diphenyl ether 8Cl (PCDE) isomer 1";"8Cl_PCDE_isomer_1";"C12H2Cl8O";"chlorinated";;;"anthropogenic";"PCDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1749;1.658;"FALSE";1.658;"polychlorinated diphenyl ether 8Cl (PCDE) isomer 2";"8Cl_PCDE_isomer_2";"C12H2Cl8O";"chlorinated";;;"anthropogenic";"PCDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1014;0.594;"FALSE";0.594;"trichlorostyrene (PCS)";"3Cl_PCS";"C8H5Cl3";"chlorinated";;;"anthropogenic";"chlorinated styrene";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1087.5;0.523;"FALSE";0.523;"tetrachlorostyrene (PCS) isomer 1";"4Cl_PCS_isomer_1";"C8H4Cl4";"chlorinated";;;"anthropogenic";"chlorinated styrene";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1105;0.642;"FALSE";0.642;"tetrachlorostyrene (PCS) isomer 2";"4Cl_PCS_isomer_2";"C8H4Cl4";"chlorinated";;;"anthropogenic";"chlorinated styrene";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1150.5;0.722;"FALSE";0.722;"tetrachlorostyrene (PCS) isomer 3";"4Cl_PCS_isomer_3";"C8H4Cl4";"chlorinated";;;"anthropogenic";"chlorinated styrene";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1157.5;0.669;"FALSE";0.669;"tetrachlorostyrene (PCS) isomer 4";"4Cl_PCS_isomer_4";"C8H4Cl4";"chlorinated";;;"anthropogenic";"chlorinated styrene";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1129.5;0.617;"FALSE";0.617;"pentachlorostyrene (PCS) isomer 1";"5Cl_PCS_isomer_1";"C8H3Cl5";"chlorinated";;;"anthropogenic";"chlorinated styrene";"Literature MS";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1161;0.551;"FALSE";0.551;"pentachlorostyrene (PCS) isomer 2";"5Cl_PCS_isomer_2";"C8H3Cl5";"chlorinated";;;"anthropogenic";"chlorinated styrene";"Literature MS";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1213.5;0.807;"FALSE";0.807;"pentachlorostyrene (PCS) isomer 3";"5Cl_PCS_isomer_3";"C8H3Cl5";"chlorinated";;;"anthropogenic";"chlorinated styrene";"Literature MS";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1234.5;0.878;"FALSE";0.878;"pentachlorostyrene (PCS) isomer 4";"5Cl_PCS_isomer_4";"C8H3Cl5";"chlorinated";;;"anthropogenic";"chlorinated styrene";"Literature MS";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1189;0.572;"FALSE";0.572;"hexachlorostyrene (PCS) isomer 1";"6Cl_PCS_isomer_1";"C8H2Cl6";"chlorinated";;;"anthropogenic";"chlorinated styrene";"Literature MS";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1231;0.605;"FALSE";0.605;"hexachlorostyrene (PCS) isomer 2";"6Cl_PCS_isomer_2";"C8H2Cl6";"chlorinated";;;"anthropogenic";"chlorinated styrene";"Literature MS";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1266;0.925;"FALSE";0.925;"hexachlorostyrene (PCS) isomer 3";"6Cl_PCS_isomer_3";"C8H2Cl6";"chlorinated";;;"anthropogenic";"chlorinated styrene";"Literature MS";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1304.5;0.783;"FALSE";0.783;"heptachlorostyrene (PCS) isomer 1";"7Cl_PCS_isomer_1";"C8HCl7";"chlorinated";;;"anthropogenic";"chlorinated styrene";"Literature MS";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1311.5;0.79;"FALSE";0.79;"heptachlorostyrene (PCS) isomer 2";"7Cl_PCS_isomer_2";"C8HCl7";"chlorinated";;;"anthropogenic";"chlorinated styrene";"Literature MS";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1346.5;0.83;"FALSE";0.83;"heptachlorostyrene (PCS) isomer 3";"7Cl_PCS_isomer_3";"C8HCl7";"chlorinated";;;"anthropogenic";"chlorinated styrene";"Literature MS";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1420;0.92;"FALSE";0.92;"octachlorostyrene (PCS)";"8Cl_PCS";"C8Cl8";"chlorinated";;;"anthropogenic";"chlorinated styrene";"Authentic MS RT";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1689.5;2.445;"FALSE";2.445;"methoxy diphenyl ether Br3Cl (MeO-B/CDE)";"methoxy_DE_Br3Cl";"C13H8Br3ClO2";"mixed";;;"natural";"MeO-B/CDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1787.5;2.723;"FALSE";2.723;"methoxy diphenyl ether Br4Cl (MeO-B/CDE)";"methoxy_DE_Br4Cl";"C13H7Br4ClO2";"mixed";;;"natural";"MeO-B/CDE";"Literature MS";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"Ref: J.Mass.Spectrum, 2006, 41, 790-801."
1598.5;2.519;"FALSE";2.519;"methoxy brominated diphenyl ether 3Br (MeO-BDE)";"3Br_MeOBDE";"C13H9Br3O2";"brominated";;;"natural";"MeO-B/CDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1700;2.583;"FALSE";2.583;"methoxy brominated diphenyl ether 4Br (MeO-BDE) isomer 1";"4Br_MeOBDE_isomer_1";"C13H8Br4O2";"brominated";;;"natural";"MeO-B/CDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1717.5;2.356;"FALSE";2.356;"methoxy brominated diphenyl ether 4Br (2'-MeO-BDE68) isomer 2";"4Br_MeOBDE68_isomer_2";"C13H8Br4O2";"brominated";;;"natural";"MeO-B/CDE";"Authentic MS RT";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1735;2.813;"FALSE";2.813;"methoxy brominated diphenyl ether 4Br (6'-MeO-BDE47) isomer 3";"4Br_MeOBDE47_isomer_3";"C13H8Br4O2";"brominated";;;"natural";"MeO-B/CDE";"Authentic MS RT";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1798;2.824;"FALSE";2.824;"methoxy brominated diphenyl ether 5Br (MeO-BDE) isomer 1";"5Br_MeOBDE_isomer_1";"C13H7Br5O2";"brominated";;;"natural";"MeO-B/CDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1836.5;2.991;"FALSE";2.991;"methoxy brominated diphenyl ether 5Br (MeO-BDE) isomer 2";"5Br_MeOBDE_isomer_2";"C13H7Br5O2";"brominated";;;"natural";"MeO-B/CDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1840;3.115;"FALSE";3.115;"methoxy brominated diphenyl ether 5Br (MeO-BDE) isomer 3";"5Br_MeOBDE_isomer_3";"C13H7Br5O2";"brominated";;;"natural";"MeO-B/CDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1714;1.788;"FALSE";1.788;"methoxy chlorinated diphenyl ether 7Cl (MeO-CDE)";"7Cl_MeOCDE";"C13H5Cl7O2";"chlorinated";;;"anthropogenic";"MeO-CDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1805;2.103;"FALSE";2.103;"methoxy chlorinated diphenyl ether 8Cl (MeO-CDE) isomer 1";"8Cl_MeOCDE_isomer_1";"C13H4Cl8O2";"chlorinated";;;"anthropogenic";"MeO-CDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1815.5;2.197;"FALSE";2.197;"methoxy chlorinated diphenyl ether 8Cl (MeO-CDE) isomer 2";"8Cl_MeOCDE_isomer_2";"C13H4Cl8O2";"chlorinated";;;"anthropogenic";"MeO-CDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1367.5;0.861;"FALSE";0.861;"methyl bipyrrole 6Cl (MBP) isomer 1";"6Cl_MBP_isomer_1";"C9H4Cl6N2";"chlorinated";;;"natural";"MBP";"Literature MS";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"Ref: Chemosphere, 2008, 70, 1721-1729."
1381.5;0.969;"FALSE";0.969;"methyl bipyrrole 6Cl (MBP) isomer 2";"6Cl_MBP_isomer_2";"C9H4Cl6N2";"chlorinated";;;"natural";"MBP";"Literature MS";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"Ref: Chemosphere, 2008, 70, 1721-1729."
1472.5;1.138;"FALSE";1.138;"methyl bipyrrole 7Cl (MBP)";"7Cl_MBP";"C9H3Cl7N2";"chlorinated";;;"natural";"MBP";"Authentic MS RT";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"Also referred to as Q1."
1455;1.729;"FALSE";1.729;"methyl bipyrrole 4Br (MBP)";"4Br_MBP";"C9H6Br4N2";"brominated";;;"natural";"MBP";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1535.5;2.037;"FALSE";2.037;"methyl bipyrrole 5Br (MBP) isomer 1";"5Br_MBP_isomer_1";"C9H5Br5N2";"brominated";;;"natural";"MBP";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1591.5;2.26;"FALSE";2.26;"methyl bipyrrole 5Br (MBP) isomer 2";"5Br_MBP_isomer_2";"C9H5Br5N2";"brominated";;;"natural";"MBP";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1595;2.802;"FALSE";2.802;"methyl bipyrrole 5Br (MBP) isomer 3";"5Br_MBP_isomer_3";"C9H5Br5N2";"brominated";;;"natural";"MBP";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1616;2.413;"FALSE";2.413;"methyl bipyrrole 5Br (MBP) isomer 4";"5Br_MBP_isomer_4";"C9H5Br5N2";"brominated";;;"natural";"MBP";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1675.5;2.756;"FALSE";2.756;"methyl bipyrrole 6Br (MBP) isomer 1";"6Br_MBP_isomer_1";"C9H4Br6N2";"brominated";;;"natural";"MBP";"Authentic MS RT";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1682.5;2.881;"FALSE";2.881;"methyl bipyrrole 6Br (MBP) isomer 2";"6Br_MBP_isomer_2";"C9H4Br6N2";"brominated";;;"natural";"MBP";"Authentic MS";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1735;0.138;"TRUE";3.638;"methyl bipyrrole 6Br (MBP) isomer 3";"6Br_MBP_isomer_3";"C9H4Br6N2";"brominated";;;"natural";"MBP";"Authentic MS";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1763;3.437;"FALSE";3.437;"methyl bipyrrole 6Br (MBP) isomer 4";"6Br_MBP_isomer_4";"C9H4Br6N2";"brominated";;;"natural";"MBP";"Authentic MS";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1815.5;0.322;"TRUE";3.822;"methyl bipyrrole 7Br (MBP)";"7Br_MBP";"C9H3Br7N2";"brominated";;;"natural";"MBP";"Authentic MS RT";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1406;1.481;"FALSE";1.481;"methyl bipyrrole Br3Cl (MBP)";"Br3Cl_MBP";"C9H6Br3ClN2";"mixed";;;"natural";"MBP";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1483;1.802;"FALSE";1.802;"methyl bipyrrole Br4Cl (MBP) isomer 1";"Br4Cl_MBP_isomer_1";"C9H5Br4ClN2";"mixed";;;"natural";"MBP";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1542.5;1.921;"FALSE";1.921;"methyl bipyrrole Br4Cl (MBP) isomer 2";"Br4Cl_MBP_isomer_2";"C9H5Br4ClN2";"mixed";;;"natural";"MBP";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1546;2.491;"FALSE";2.491;"methyl bipyrrole Br4Cl (MBP) isomer 3";"Br4Cl_MBP_isomer_3";"C9H5Br4ClN2";"mixed";;;"natural";"MBP";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1570.5;2.083;"FALSE";2.083;"methyl bipyrrole Br4Cl (MBP) isomer 4";"Br4Cl_MBP_isomer_4";"C9H5Br4ClN2";"mixed";;;"natural";"MBP";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1623;2.358;"FALSE";2.358;"methyl bipyrrole Br4Cl (MBP) isomer 5";"Br4Cl_MBP_isomer_5";"C9H5Br4ClN2";"mixed";;;"natural";"MBP";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1630;2.912;"FALSE";2.912;"methyl bipyrrole Br4Cl (MBP) isomer 6";"Br4Cl_MBP_isomer_6";"C9H5Br4ClN2";"mixed";;;"natural";"MBP";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1584.5;2.128;"FALSE";2.128;"methyl bipyrrole Br4Cl2 (MBP) isomer 1";"Br4Cl2_MBP_isomer_1";"C9H6Br4Cl2N2";"mixed";;;"natural";"MBP";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1665;2.671;"FALSE";2.671;"methyl bipyrrole Br4Cl2 (MBP) isomer 2";"Br4Cl2_MBP_isomer_2";"C9H6Br4Cl2N2";"mixed";;;"natural";"MBP";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"Low intensity, but visible in raw data."
1630;2.34;"FALSE";2.34;"methyl bipyrrole Br5Cl (MBP) isomer 1";"Br5Cl_MBP_isomer_1";"C9H4Br5ClN2";"mixed";;;"natural";"MBP";"Authentic MS RT";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1640.5;2.462;"FALSE";2.462;"methyl bipyrrole Br5Cl (MBP) isomer 2";"Br5Cl_MBP_isomer_2";"C9H4Br5ClN2";"mixed";;;"natural";"MBP";"Authentic MS";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1686;3.216;"FALSE";3.216;"methyl bipyrrole Br5Cl (MBP) isomer 3";"Br5Cl_MBP_isomer_3";"C9H4Br5ClN2";"mixed";;;"natural";"MBP";"Authentic MS RT";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1721;3.08;"FALSE";3.08;"methyl bipyrrole Br5Cl (MBP) isomer 4";"Br5Cl_MBP_isomer_4";"C9H4Br5ClN2";"mixed";;;"natural";"MBP";"Authentic MS";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1721;2.788;"FALSE";2.788;"methyl bipyrrole Br5Cl2 (MBP)";"Br5Cl2_MBP";"C9H3Br5Cl2N2";"mixed";;;"natural";"MBP";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1773.5;3.238;"FALSE";3.238;"methyl bipyrrole Br6Cl (MBP)";"Br6Cl_MBP";"C9H3Br6ClN2";"mixed";;;"natural";"MBP";"Authentic MS RT";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1514.5;1.885;"FALSE";1.885;"dimethyl bipyrrole 4Br (DMBP) isomer 1";"4Br_DMBP_isomer_1";"C10H8Br4N2";"brominated";;;"natural";"DMBP";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1626.5;3.491;"FALSE";3.491;"dimethyl bipyrrole 4Br (DMBP) isomer 2";"4Br_DMBP_isomer_2";"C10H8Br4N2";"brominated";;;"natural";"DMBP";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1672;2.831;"FALSE";2.831;"dimethyl bipyrrole 5Br (DMBP) isomer 1";"5Br_DMBP_isomer_1";"C10H7Br5N2";"brominated";;;"natural";"DMBP";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1731.5;0.123;"FALSE";3.623;"dimethyl bipyrrole 5Br (DMBP) isomer 2";"5Br_DMBP_isomer_2";"C10H7Br5N2";"brominated";;;"natural";"DMBP";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1752.5;2.665;"FALSE";2.665;"dimethyl bipyrrole 5Br (DMBP) isomer 3";"5Br_DMBP_isomer_3";"C10H7Br5N2";"brominated";;;"natural";"DMBP";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"Low intensity, but visible in raw data."
1822.5;0.451;"TRUE";3.951;"dimethyl bipyrrole 6Br (DMBP) ";"6Br_DMBP";"C10H6Br6N2";"brominated";;;"natural";"DMBP";"Authentic MS RT";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1623;2.19;"FALSE";2.19;"dimethyl bipyrrole Br2Cl4 (DMBP)";"Br2Cl4_DMBP";"C10H6Br2Cl4N2";"mixed";;;"natural";"DMBP";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1570.5;1.986;"FALSE";1.986;"dimethyl bipyrrole Br3Cl2 (DMBP)";"Br3Cl2_DMBP";"C10H7Br3Cl2N2";"mixed";;;"natural";"DMBP";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1721;2.944;"FALSE";2.944;"dimethyl bipyrrole Br4Cl2 (DMBP)";"Br4Cl2_DMBP";"C10H6Br4Cl2N2";"mixed";;;"natural";"DMBP";"Authentic MS RT";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1773.5;0.058;"TRUE";3.558;"dimethyl bipyrrole Br5Cl (DMBP)";"Br5Cl_DMBP";"C10H6Br5ClN2";"mixed";;;"natural";"DMBP";"Authentic MS RT";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1171.5;1.59;"FALSE";1.59;"tribromophenol";"tribromophenol";"C6H3Br3O";"brominated";487;487;"natural/anthropogenic";"bromophenol";"Reference Database MS";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"Low intensity, but visible in raw data."
1154;1.161;"FALSE";1.161;"tribromoanisole: Benzene, 1,3,5-tribromo-2-methoxy-";"tribromoanisole";"C7H5Br3O";"brominated";;;"natural";"brominated anisole";"Authentic MS RT";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1175;2.139;"FALSE";2.139;"bromoindole";"bromoindole";"C8H6BrN";"brominated";;;"natural";"brominated indole";"Authentic MS";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1325.5;1.88;"FALSE";1.88;"dibromoindole isomer 1";"dibromoindole_isomer_1";"C8H5Br2N";"brominated";;;"natural";"brominated indole";"Authentic MS";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1406;2.674;"FALSE";2.674;"dibromoindole isomer 2";"dibromoindole_isomer_2";"C8H5Br2N";"brominated";;;"natural";"brominated indole";"Authentic MS";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1721;2.209;"FALSE";2.209;"dimethoxy brominated biphenyl 4Br (2MeO-BB-80)";"4Br_2MeOBB80";"C14H10Br4O2";"brominated";;;"natural";"2MeO-BB";"Authentic MS RT";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1819;3.242;"FALSE";3.242;"polybrominated hexahydroxanthene 3Br (PBHD)";"3Br_PBHD";"C16H16Br3O";"brominated";;;"natural";"PBHD";"Authentic MS RT";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"Low intensity, but visible in raw data."
